Year,Year05,Cluster,Mgmt,Property,Indicator,Attribute,Value
2010,5,2,B,KF2B,Ecosystem composition,native,3.0365309
2010,5,2,C,KF2C,Ecosystem composition,native,0.90902024
2010,5,3,A,KF3A,Ecosystem composition,native,5.3200493
2010,5,3,B,KF3B,Ecosystem composition,native,1.33103874
2010,5,3,C,KF3C,Ecosystem composition,native,0
2010,5,4,A,KF4A,Ecosystem composition,native,0.8626626
2010,5,4,B,KF4B,Ecosystem composition,native,1.38114241
2010,5,4,C,KF4C,Ecosystem composition,native,0
2010,5,5,A,KF5A,Ecosystem composition,native,4.3243145
2010,5,5,B,KF5B,Ecosystem composition,native,4.1554387
2010,5,5,C,KF5C,Ecosystem composition,native,0.5604621
2010,5,6,A,KF6A,Ecosystem composition,native,1.56023523
2010,5,6,B,KF6B,Ecosystem composition,native,0.97360817
2010,5,6,C,KF6C,Ecosystem composition,native,0.35751825
2010,5,7,A,KF7A,Ecosystem composition,native,0.74898337
2010,5,7,B,KF7B,Ecosystem composition,native,1.23103225
2010,5,7,C,KF7C,Ecosystem composition,native,0.3055696
2010,5,8,A,KF8A,Ecosystem composition,native,2.7092797
2010,5,8,B,KF8B,Ecosystem composition,native,3.532102
2010,5,8,C,KF8C,Ecosystem composition,native,2.57794896
2010,5,9,A,KF9A,Ecosystem composition,native,1.9072322
2010,5,9,B,KF9B,Ecosystem composition,native,1.2374789
2010,5,9,C,KF9C,Ecosystem composition,native,0.125587
2005,0,10,A,KF10A,Ecosystem composition,native_insectivore,1.1158077
2005,0,10,B,KF10B,Ecosystem composition,native_insectivore,0
2005,0,10,C,KF10C,Ecosystem composition,native_insectivore,1.0525063
2005,0,11,A,KF11A,Ecosystem composition,native_insectivore,1.33961655
2005,0,11,B,KF11B,Ecosystem composition,native_insectivore,0.19856391
2005,0,11,C,KF11C,Ecosystem composition,native_insectivore,0.2114055
2005,0,2,A,KF2A,Ecosystem composition,native_insectivore,0.5091778
2005,0,2,B,KF2B,Ecosystem composition,native_insectivore,0.4433518
2005,0,2,C,KF2C,Ecosystem composition,native_insectivore,1.8928241
2005,0,3,A,KF3A,Ecosystem composition,native_insectivore,0.8793018
2005,0,3,B,KF3B,Ecosystem composition,native_insectivore,0.9566972
2005,0,3,C,KF3C,Ecosystem composition,native_insectivore,1.9502505
2005,0,4,A,KF4A,Ecosystem composition,native_insectivore,0.53721481
2005,0,4,B,KF4B,Ecosystem composition,native_insectivore,0.1122095
2005,0,4,C,KF4C,Ecosystem composition,native_insectivore,0.48919152
2005,0,5,A,KF5A,Ecosystem composition,native_insectivore,0.30110747
2005,0,5,B,KF5B,Ecosystem composition,native_insectivore,0.1710974
2005,0,5,C,KF5C,Ecosystem composition,native_insectivore,1.27579468
2005,0,6,A,KF6A,Ecosystem composition,native_insectivore,0.54971526
2005,0,6,B,KF6B,Ecosystem composition,native_insectivore,0.5132014
2005,0,6,C,KF6C,Ecosystem composition,native_insectivore,0.15142601
2005,0,7,A,KF7A,Ecosystem composition,native_insectivore,0.1174725
2005,0,7,B,KF7B,Ecosystem composition,native_insectivore,0.273629
2005,0,7,C,KF7C,Ecosystem composition,native_insectivore,1.5447389
2005,0,8,A,KF8A,Ecosystem composition,native_insectivore,0
2005,0,8,B,KF8B,Ecosystem composition,native_insectivore,0
2005,0,8,C,KF8C,Ecosystem composition,native_insectivore,0.30919027
2005,0,9,A,KF9A,Ecosystem composition,native_insectivore,1.5662666
2005,0,9,B,KF9B,Ecosystem composition,native_insectivore,0.3518945
2005,0,9,C,KF9C,Ecosystem composition,native_insectivore,0
2007,2,10,A,KF10A,Ecosystem composition,native_insectivore,0.467899
2007,2,10,B,KF10B,Ecosystem composition,native_insectivore,1.08227332
2007,2,10,C,KF10C,Ecosystem composition,native_insectivore,0.2608196
2007,2,11,A,KF11A,Ecosystem composition,native_insectivore,0.08420754
2007,2,11,B,KF11B,Ecosystem composition,native_insectivore,1.661902
2007,2,11,C,KF11C,Ecosystem composition,native_insectivore,0.6587547
2007,2,2,A,KF2A,Ecosystem composition,native_insectivore,1.0234614
2007,2,2,B,KF2B,Ecosystem composition,native_insectivore,0.4007367
2007,2,2,C,KF2C,Ecosystem composition,native_insectivore,1.24345027
2007,2,3,A,KF3A,Ecosystem composition,native_insectivore,1.4384549
2007,2,3,B,KF3B,Ecosystem composition,native_insectivore,0.3810008
2007,2,3,C,KF3C,Ecosystem composition,native_insectivore,1.4944173
2007,2,4,A,KF4A,Ecosystem composition,native_insectivore,0.4396402
2007,2,4,B,KF4B,Ecosystem composition,native_insectivore,1.30526556
2007,2,4,C,KF4C,Ecosystem composition,native_insectivore,0.3278853
2007,2,5,A,KF5A,Ecosystem composition,native_insectivore,0.5530066
2007,2,5,B,KF5B,Ecosystem composition,native_insectivore,0
2007,2,5,C,KF5C,Ecosystem composition,native_insectivore,0.6923403
2007,2,6,A,KF6A,Ecosystem composition,native_insectivore,1.879717
2007,2,6,B,KF6B,Ecosystem composition,native_insectivore,0.2087143
2007,2,6,C,KF6C,Ecosystem composition,native_insectivore,0
2007,2,7,A,KF7A,Ecosystem composition,native_insectivore,0.9580677
2007,2,7,B,KF7B,Ecosystem composition,native_insectivore,0.77777478
2007,2,7,C,KF7C,Ecosystem composition,native_insectivore,0.6489168
2007,2,8,A,KF8A,Ecosystem composition,native_insectivore,2.3696272
2007,2,8,B,KF8B,Ecosystem composition,native_insectivore,0.3125543
2007,2,8,C,KF8C,Ecosystem composition,native_insectivore,0
2007,2,9,A,KF9A,Ecosystem composition,native_insectivore,1.0405686
2007,2,9,B,KF9B,Ecosystem composition,native_insectivore,0.39974285
2007,2,9,C,KF9C,Ecosystem composition,native_insectivore,0
2010,5,10,A,KF10A,Ecosystem composition,native_insectivore,1.10624892
2010,5,10,B,KF10B,Ecosystem composition,native_insectivore,0
2010,5,10,C,KF10C,Ecosystem composition,native_insectivore,0.9116121
2010,5,11,A,KF11A,Ecosystem composition,native_insectivore,0.9113909
2010,5,11,B,KF11B,Ecosystem composition,native_insectivore,0.2741795
2010,5,11,C,KF11C,Ecosystem composition,native_insectivore,0
2010,5,2,A,KF2A,Ecosystem composition,native_insectivore,0.9430542
2010,5,2,B,KF2B,Ecosystem composition,native_insectivore,0.4616899
2010,5,2,C,KF2C,Ecosystem composition,native_insectivore,0.2433527
2010,5,3,A,KF3A,Ecosystem composition,native_insectivore,2.1572147
2010,5,3,B,KF3B,Ecosystem composition,native_insectivore,0.6643111
2010,5,3,C,KF3C,Ecosystem composition,native_insectivore,0
2010,5,4,A,KF4A,Ecosystem composition,native_insectivore,0.3266987
2010,5,4,B,KF4B,Ecosystem composition,native_insectivore,0.09315055
2010,5,4,C,KF4C,Ecosystem composition,native_insectivore,0
2010,5,5,A,KF5A,Ecosystem composition,native_insectivore,0.9957476
2010,5,5,B,KF5B,Ecosystem composition,native_insectivore,0.2287852
2010,5,5,C,KF5C,Ecosystem composition,native_insectivore,0.1503798
2010,5,6,A,KF6A,Ecosystem composition,native_insectivore,0.25793752
2010,5,6,B,KF6B,Ecosystem composition,native_insectivore,0
2010,5,6,C,KF6C,Ecosystem composition,native_insectivore,0
2010,5,7,A,KF7A,Ecosystem composition,native_insectivore,0.21742804
2010,5,7,B,KF7B,Ecosystem composition,native_insectivore,0.07561471
2010,5,7,C,KF7C,Ecosystem composition,native_insectivore,0
2010,5,8,A,KF8A,Ecosystem composition,native_insectivore,0.9527596
2010,5,8,B,KF8B,Ecosystem composition,native_insectivore,1.450828
2010,5,8,C,KF8C,Ecosystem composition,native_insectivore,1.497952
2010,5,9,A,KF9A,Ecosystem composition,native_insectivore,1.1538869
2010,5,9,B,KF9B,Ecosystem composition,native_insectivore,0.5690154
2010,5,9,C,KF9C,Ecosystem composition,native_insectivore,0
2005,0,10,A,KF10A,Ecosystem composition,native_nectar,0.3300534
2005,0,10,B,KF10B,Ecosystem composition,native_nectar,0.06555863
2005,0,10,C,KF10C,Ecosystem composition,native_nectar,1.1586672
2005,0,11,A,KF11A,Ecosystem composition,native_nectar,1.482434
2005,0,11,B,KF11B,Ecosystem composition,native_nectar,0.19138867
2005,0,11,C,KF11C,Ecosystem composition,native_nectar,0
2005,0,2,A,KF2A,Ecosystem composition,native_nectar,0
2005,0,2,B,KF2B,Ecosystem composition,native_nectar,0.03582001
2005,0,2,C,KF2C,Ecosystem composition,native_nectar,1.3708128
2005,0,3,A,KF3A,Ecosystem composition,native_nectar,8.5368602
2005,0,3,B,KF3B,Ecosystem composition,native_nectar,0.47451116
2005,0,3,C,KF3C,Ecosystem composition,native_nectar,1.07014994
2005,0,4,A,KF4A,Ecosystem composition,native_nectar,0.07396965
2005,0,4,B,KF4B,Ecosystem composition,native_nectar,0.7375109
2005,0,4,C,KF4C,Ecosystem composition,native_nectar,0.18131288
2005,0,5,A,KF5A,Ecosystem composition,native_nectar,0
2005,0,5,B,KF5B,Ecosystem composition,native_nectar,0.444239
2005,0,5,C,KF5C,Ecosystem composition,native_nectar,0.09955082
2005,0,6,A,KF6A,Ecosystem composition,native_nectar,1.6717571
2005,0,6,B,KF6B,Ecosystem composition,native_nectar,0.84869508
2005,0,6,C,KF6C,Ecosystem composition,native_nectar,0.9875076
2005,0,7,A,KF7A,Ecosystem composition,native_nectar,0.39991712
2005,0,7,B,KF7B,Ecosystem composition,native_nectar,0.8209903
2005,0,7,C,KF7C,Ecosystem composition,native_nectar,0.123048
2005,0,8,A,KF8A,Ecosystem composition,native_nectar,0.8665586
2005,0,8,B,KF8B,Ecosystem composition,native_nectar,1.21264934
2005,0,8,C,KF8C,Ecosystem composition,native_nectar,0.592552
2005,0,9,A,KF9A,Ecosystem composition,native_nectar,0.5344508
2005,0,9,B,KF9B,Ecosystem composition,native_nectar,0
2005,0,9,C,KF9C,Ecosystem composition,native_nectar,0
2007,2,10,A,KF10A,Ecosystem composition,native_nectar,0
2007,2,10,B,KF10B,Ecosystem composition,native_nectar,0
2007,2,10,C,KF10C,Ecosystem composition,native_nectar,0.09643747
2007,2,11,A,KF11A,Ecosystem composition,native_nectar,0.03401717
2007,2,11,B,KF11B,Ecosystem composition,native_nectar,0.1797908
2007,2,11,C,KF11C,Ecosystem composition,native_nectar,0.5701324
2007,2,2,A,KF2A,Ecosystem composition,native_nectar,3.458982
2007,2,2,B,KF2B,Ecosystem composition,native_nectar,0.34106154
2007,2,2,C,KF2C,Ecosystem composition,native_nectar,2.90293984
2007,2,3,A,KF3A,Ecosystem composition,native_nectar,2.6632264
2007,2,3,B,KF3B,Ecosystem composition,native_nectar,0.04284205
2007,2,3,C,KF3C,Ecosystem composition,native_nectar,5.0274313
2007,2,4,A,KF4A,Ecosystem composition,native_nectar,0.1791915
2007,2,4,B,KF4B,Ecosystem composition,native_nectar,0.1629013
2007,2,4,C,KF4C,Ecosystem composition,native_nectar,0.3030202
2007,2,5,A,KF5A,Ecosystem composition,native_nectar,0
2007,2,5,B,KF5B,Ecosystem composition,native_nectar,0.1247996
2007,2,5,C,KF5C,Ecosystem composition,native_nectar,0
2007,2,6,A,KF6A,Ecosystem composition,native_nectar,0
2007,2,6,B,KF6B,Ecosystem composition,native_nectar,1.028851
2007,2,6,C,KF6C,Ecosystem composition,native_nectar,0.1062244
2007,2,7,A,KF7A,Ecosystem composition,native_nectar,0
2007,2,7,B,KF7B,Ecosystem composition,native_nectar,0.02857036
2007,2,7,C,KF7C,Ecosystem composition,native_nectar,1.406956
2007,2,8,A,KF8A,Ecosystem composition,native_nectar,2.9923
2007,2,8,B,KF8B,Ecosystem composition,native_nectar,0.29216
2007,2,8,C,KF8C,Ecosystem composition,native_nectar,0.6356853
2007,2,9,A,KF9A,Ecosystem composition,native_nectar,1.07760154
2007,2,9,B,KF9B,Ecosystem composition,native_nectar,0.28676937
2007,2,9,C,KF9C,Ecosystem composition,native_nectar,0
2010,5,10,A,KF10A,Ecosystem composition,native_nectar,0.1265671
2010,5,10,B,KF10B,Ecosystem composition,native_nectar,0.2262121
2010,5,10,C,KF10C,Ecosystem composition,native_nectar,4.038618
2010,5,11,A,KF11A,Ecosystem composition,native_nectar,0
2010,5,11,B,KF11B,Ecosystem composition,native_nectar,0.06954867
2010,5,11,C,KF11C,Ecosystem composition,native_nectar,0.01750793
2010,5,2,A,KF2A,Ecosystem composition,native_nectar,1.0154473
2010,5,2,B,KF2B,Ecosystem composition,native_nectar,1.773535
2010,5,2,C,KF2C,Ecosystem composition,native_nectar,0.4497962
2010,5,3,A,KF3A,Ecosystem composition,native_nectar,2.0421846
2010,5,3,B,KF3B,Ecosystem composition,native_nectar,0.51110384
2010,5,3,C,KF3C,Ecosystem composition,native_nectar,0
2010,5,4,A,KF4A,Ecosystem composition,native_nectar,0
2010,5,4,B,KF4B,Ecosystem composition,native_nectar,1.28799186
2010,5,4,C,KF4C,Ecosystem composition,native_nectar,0
2010,5,5,A,KF5A,Ecosystem composition,native_nectar,2.379437
2010,5,5,B,KF5B,Ecosystem composition,native_nectar,3.7777257
2010,5,5,C,KF5C,Ecosystem composition,native_nectar,0.4100823
2010,5,6,A,KF6A,Ecosystem composition,native_nectar,0.8613783
2010,5,6,B,KF6B,Ecosystem composition,native_nectar,0.6072851
2010,5,6,C,KF6C,Ecosystem composition,native_nectar,0.1740504
2010,5,7,A,KF7A,Ecosystem composition,native_nectar,0
2010,5,7,B,KF7B,Ecosystem composition,native_nectar,1.0970741
2010,5,7,C,KF7C,Ecosystem composition,native_nectar,0.3055696
2010,5,8,A,KF8A,Ecosystem composition,native_nectar,1.384612
2010,5,8,B,KF8B,Ecosystem composition,native_nectar,1.9707196
2010,5,8,C,KF8C,Ecosystem composition,native_nectar,0.8983632
2010,5,9,A,KF9A,Ecosystem composition,native_nectar,0.2124183
2010,5,9,B,KF9B,Ecosystem composition,native_nectar,0.6143708
2010,5,9,C,KF9C,Ecosystem composition,native_nectar,0
2005,0,10,A,KF10A,Agricultural pests,pests,17.05624
2005,0,10,B,KF10B,Agricultural pests,pests,1.727995
2005,0,10,C,KF10C,Agricultural pests,pests,16.6519727
2005,0,11,A,KF11A,Agricultural pests,pests,16.0133693
2005,0,11,B,KF11B,Agricultural pests,pests,3.2467701
2005,0,11,C,KF11C,Agricultural pests,pests,1.7680027
2005,0,2,A,KF2A,Agricultural pests,pests,0.4928747
2005,0,2,B,KF2B,Agricultural pests,pests,5.748807
2005,0,2,C,KF2C,Agricultural pests,pests,10.2935385
2005,0,3,A,KF3A,Agricultural pests,pests,12.2922354
2005,0,3,B,KF3B,Agricultural pests,pests,8.373343
2005,0,3,C,KF3C,Agricultural pests,pests,12.98383854
2005,0,4,A,KF4A,Agricultural pests,pests,5.13914376
2005,0,4,B,KF4B,Agricultural pests,pests,4.1414334
2005,0,4,C,KF4C,Agricultural pests,pests,5.0275722
2005,0,5,A,KF5A,Agricultural pests,pests,3.822243
2005,0,5,B,KF5B,Agricultural pests,pests,2.4191881
2005,0,5,C,KF5C,Agricultural pests,pests,12.36712482
2005,0,6,A,KF6A,Agricultural pests,pests,5.58124161
2005,0,6,B,KF6B,Agricultural pests,pests,4.5454878
2005,0,6,C,KF6C,Agricultural pests,pests,2.183515
2005,0,7,A,KF7A,Agricultural pests,pests,9.5033043
2005,0,7,B,KF7B,Agricultural pests,pests,18.9972729
2005,0,7,C,KF7C,Agricultural pests,pests,4.03248106
2005,0,8,A,KF8A,Agricultural pests,pests,5.3026476
2005,0,8,B,KF8B,Agricultural pests,pests,4.480825
2005,0,8,C,KF8C,Agricultural pests,pests,2.3290921
2005,0,9,A,KF9A,Agricultural pests,pests,5.7734209
2005,0,9,B,KF9B,Agricultural pests,pests,2.3665327
2005,0,9,C,KF9C,Agricultural pests,pests,11.16746
2007,2,10,A,KF10A,Agricultural pests,pests,3.072017
2007,2,10,B,KF10B,Agricultural pests,pests,26.263646
2007,2,10,C,KF10C,Agricultural pests,pests,9.561928
2007,2,11,A,KF11A,Agricultural pests,pests,1.5364308
2007,2,11,B,KF11B,Agricultural pests,pests,17.7066008
2007,2,11,C,KF11C,Agricultural pests,pests,4.5469294
2007,2,2,A,KF2A,Agricultural pests,pests,14.5058914
2007,2,2,B,KF2B,Agricultural pests,pests,2.7271873
2007,2,2,C,KF2C,Agricultural pests,pests,5.5522104
2007,2,3,A,KF3A,Agricultural pests,pests,14.5493522
2007,2,3,B,KF3B,Agricultural pests,pests,2.645883
2007,2,3,C,KF3C,Agricultural pests,pests,8.01684749
2007,2,4,A,KF4A,Agricultural pests,pests,5.701744
2007,2,4,B,KF4B,Agricultural pests,pests,5.4213968
2007,2,4,C,KF4C,Agricultural pests,pests,2.3680581
2007,2,5,A,KF5A,Agricultural pests,pests,6.1852867
2007,2,5,B,KF5B,Agricultural pests,pests,4.3112266
2007,2,5,C,KF5C,Agricultural pests,pests,8.2010183
2007,2,6,A,KF6A,Agricultural pests,pests,1.0242738
2007,2,6,B,KF6B,Agricultural pests,pests,3.5612379
2007,2,6,C,KF6C,Agricultural pests,pests,2.4593472
2007,2,7,A,KF7A,Agricultural pests,pests,2.371449
2007,2,7,B,KF7B,Agricultural pests,pests,4.36474953
2007,2,7,C,KF7C,Agricultural pests,pests,4.3285411
2007,2,8,A,KF8A,Agricultural pests,pests,15.347559
2007,2,8,B,KF8B,Agricultural pests,pests,3.23697
2007,2,8,C,KF8C,Agricultural pests,pests,2.8060292
2007,2,9,A,KF9A,Agricultural pests,pests,7.3196266
2007,2,9,B,KF9B,Agricultural pests,pests,9.589374
2007,2,9,C,KF9C,Agricultural pests,pests,2.8303908
2010,5,10,A,KF10A,Agricultural pests,pests,14.43824484
2010,5,10,B,KF10B,Agricultural pests,pests,8.4143277
2010,5,10,C,KF10C,Agricultural pests,pests,23.376723
2010,5,11,A,KF11A,Agricultural pests,pests,9.7350237
2010,5,11,B,KF11B,Agricultural pests,pests,2.5947368
2010,5,11,C,KF11C,Agricultural pests,pests,1.76610764
2010,5,2,A,KF2A,Agricultural pests,pests,3.6292018
2010,5,2,B,KF2B,Agricultural pests,pests,4.6972483
2010,5,2,C,KF2C,Agricultural pests,pests,3.3008046
2010,5,3,A,KF3A,Agricultural pests,pests,6.8694085
2010,5,3,B,KF3B,Agricultural pests,pests,4.687547
2010,5,3,C,KF3C,Agricultural pests,pests,4.8949173
2010,5,4,A,KF4A,Agricultural pests,pests,6.729371
2010,5,4,B,KF4B,Agricultural pests,pests,5.7417075
2010,5,4,C,KF4C,Agricultural pests,pests,5.490203
2010,5,5,A,KF5A,Agricultural pests,pests,8.7133592
2010,5,5,B,KF5B,Agricultural pests,pests,15.0418848
2010,5,5,C,KF5C,Agricultural pests,pests,2.45658
2010,5,6,A,KF6A,Agricultural pests,pests,4.8680425
2010,5,6,B,KF6B,Agricultural pests,pests,3.5433195
2010,5,6,C,KF6C,Agricultural pests,pests,2.293811
2010,5,7,A,KF7A,Agricultural pests,pests,6.8914356
2010,5,7,B,KF7B,Agricultural pests,pests,8.6948643
2010,5,7,C,KF7C,Agricultural pests,pests,5.2637974
2010,5,8,A,KF8A,Agricultural pests,pests,6.70609796
2010,5,8,B,KF8B,Agricultural pests,pests,4.467288
2010,5,8,C,KF8C,Agricultural pests,pests,4.8002584
2010,5,9,A,KF9A,Agricultural pests,pests,3.6258757
2010,5,9,B,KF9B,Agricultural pests,pests,5.2666818
2010,5,9,C,KF9C,Agricultural pests,pests,3.1334818
